,hhid_baseline,areaid,area_dropped,treatment,hh_size,adults,children,male_head,head_age,head_noeduc,spandana,othermfi,bank,informal,anyloan,spandana_amt,othermfi_amt,bank_amt,informal_amt,anyloan_amt,total_biz,female_biz,female_biz_pct,bizrev,bizexpense,bizinvestment,bizemployees,hours_weekbiz,total_exp_mo,nondurable_exp_mo,durables_exp_mo,home_durable_index
2428,2429,45,No,Treatment,5,2,3,1.0,45.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4226.67,4226.669921875,0.0,1.0634292
2429,2430,45,No,Treatment,5,2,3,1.0,45.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4234.67,4234.669921875,0.0,0.91776747
2430,2431,45,No,Treatment,6,4,2,1.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,1,1,1.0,600.0,42.857143,0.0,0.0,21.0,2904.67,2904.669921875,0.0,1.2062814
2431,2432,45,No,Treatment,6,3,3,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,18000.0,18000.0,1,0,0.0,500.0,13.333333,0.0,0.0,12.0,3742.67,3742.669921875,0.0,1.4820275
2432,2433,45,No,Treatment,8,6,2,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,4665.33,4665.330078125,0.0,1.6624281
2433,2434,45,No,Treatment,5,4,1,1.0,40.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3934.5,3934.5,0.0,1.562213
2434,2435,45,No,Treatment,6,5,1,1.0,60.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,11248.0,8748.0,2500.0,1.9890018
2435,2436,45,No,Treatment,7,4,3,1.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,75000.0,75000.0,1,1,1.0,1500.0,25.0,0.0,0.0,18.0,5307.5,5307.5,0.0,1.6596185
2436,2437,45,No,Treatment,5,2,3,1.0,40.0,0.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,20000.0,1,1,1.0,6000.0,642.8571,0.0,0.0,48.0,5484.9966,5443.330078125,41.66666793823242,2.4670029
2437,2438,45,No,Treatment,5,5,0,1.0,65.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3757.83,3757.830078125,0.0,1.8717988
2438,2439,45,No,Treatment,5,2,3,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,3505.0,3505.0,0.0,1.2106941
2439,2440,45,No,Treatment,7,6,1,1.0,55.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4965.1636,4631.830078125,333.3333435058594,2.0994859
2440,2441,216,Yes,,5,3,2,1.0,45.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,20000.0,2571.4285,0.0,0.0,60.0,3178.5,3178.5,0.0,1.8412368
2441,2442,216,Yes,,5,2,3,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,19000.0,19000.0,0,0,,,,,,,4726.6665,4710.0,16.66666603088379,1.8646481
2442,2443,216,Yes,,4,2,2,1.0,30.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3995.3333,3937.0,58.33333206176758,1.0735081
2443,2444,216,Yes,,5,4,1,1.0,22.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2896.33,2896.330078125,0.0,1.0634598
2444,2445,216,Yes,,5,2,3,1.0,30.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3207.0,3207.0,0.0,1.74774
2445,2446,216,Yes,,7,5,2,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6332.5,6332.5,0.0,1.265168
2446,2447,216,Yes,,5,4,1,1.0,60.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1200.0,10.833333,0.0,0.0,70.0,2964.67,2964.669921875,0.0,1.5113206
2447,2448,216,Yes,,8,6,2,1.0,50.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,9541.0,9541.0,0.0,2.2745633
2448,2449,216,Yes,,4,3,1,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2400.0,2400.0,0,0,,,,,,,3228.17,3228.169921875,0.0,1.401353
2449,2450,216,Yes,,2,2,0,1.0,21.0,1.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,15000.0,0,0,,,,,,,3439.17,3439.169921875,0.0,0.7529634
2450,2451,216,Yes,,5,4,1,1.0,55.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,22008.33,22008.330078125,0.0,2.9043634
2451,2452,216,Yes,,4,2,2,1.0,38.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,3963.0,3963.0,0.0,1.7950826
2452,2453,216,Yes,,4,3,1,1.0,36.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,6000.0,600.0,0.0,0.0,140.0,3878.0032,3857.169921875,20.83333396911621,1.5279329
2453,2454,216,Yes,,8,7,1,1.0,50.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,9480.67,9480.669921875,0.0,2.382905
2454,2455,216,Yes,,8,7,1,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,300000.0,300000.0,0,0,,,,,,,7981.33,7981.330078125,0.0,2.9990742
2455,2456,216,Yes,,5,5,0,1.0,50.0,0.0,No,No,Yes,No,Yes,0.0,0.0,150000.0,0.0,150000.0,2,0,0.0,8500.0,1282.0,0.0,0.0,156.0,12720.0,12520.0,200.0,3.7752738
2456,2457,216,Yes,,4,2,2,1.0,31.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,500.0,4.1666665,0.0,0.0,30.0,4805.0,4680.0,125.0,3.080485
2457,2458,216,Yes,,6,2,4,1.0,27.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,7047.3335,7014.0,33.33333206176758,1.478201
2458,2459,216,Yes,,4,2,2,1.0,34.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,38000.0,38000.0,0,0,,,,,,,6729.0,6729.0,0.0,2.3031168
2459,2460,216,Yes,,5,4,1,1.0,50.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5553.3335,5520.0,33.33333206176758,4.3000035
2460,2461,47,No,Treatment,5,5,0,1.0,42.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,4993.33,4955.830078125,37.5,1.7746072
2461,2462,47,No,Treatment,10,7,3,1.0,50.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5363.3364,5246.669921875,116.66666412353516,1.2296927
2462,2463,47,No,Treatment,7,3,4,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,29000.0,29000.0,0,0,,,,,,,4472.5,4472.5,0.0,1.6402799
2463,2464,47,No,Treatment,4,3,1,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,1,1,1.0,54000.0,8628.571,0.0,1.0,70.0,4116.67,3666.669921875,450.0,2.7300596
2464,2465,47,No,Treatment,4,4,0,1.0,65.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,9278.67,8303.669921875,975.0,3.6126282
2465,2466,47,No,Treatment,5,3,2,1.0,36.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,3711.6667,3670.0,41.66666793823242,1.9817967
2466,2467,47,No,Treatment,5,2,3,1.0,44.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,3745.0032,3724.169921875,20.83333396911621,1.9078197
2467,2468,47,No,Treatment,7,3,4,1.0,29.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,7115.0034,6631.669921875,483.3333435058594,2.0968673
2468,2469,47,No,Treatment,2,2,0,0.0,48.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,150000.0,0,0,,,,,,,28733.834,28650.5,83.33333587646484,2.6521983
2469,2470,47,No,Treatment,6,3,3,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,13000.0,13000.0,1,1,1.0,900.0,362.5,0.0,0.0,30.0,7920.1665,7253.5,666.6666717529297,3.3458886
2470,2471,47,No,Treatment,4,2,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,1,1,1.0,300.0,4.1666665,0.0,0.0,12.0,5063.3364,5021.669921875,41.66666793823242,2.277794
2471,2472,47,No,Treatment,9,5,4,1.0,50.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,7390.0,7065.0,325.0,2.0310986
2472,2473,47,No,Treatment,4,4,0,1.0,54.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,2,1,0.5,4600.0,70.833336,4500.0,0.0,51.0,6381.6636,5273.330078125,1108.3333168029785,3.46598
2473,2474,47,No,Treatment,5,5,0,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,17430.0,15155.0,2275.0000190734863,2.6764925
2474,2475,47,No,Treatment,5,3,2,1.0,36.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,1990.83,1928.3299560546875,62.49999809265137,2.2563224
2475,2476,47,No,Treatment,7,6,1,1.0,48.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,60000.0,60000.0,1,1,1.0,18000.0,2142.8572,0.0,0.0,45.0,3057.5,3045.0,12.5,2.3975866
2476,2477,47,No,Treatment,4,2,2,1.0,26.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,3061.6667,3020.0,41.66666793823242,2.4012933
2477,2478,47,No,Treatment,8,6,2,1.0,43.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4860.6636,4752.330078125,108.33333206176758,2.4102085
2478,2479,47,No,Treatment,4,4,0,1.0,45.0,0.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,140000.0,0,0,,,,,,,5401.67,5401.669921875,0.0,2.9010088
2479,2480,47,No,Treatment,4,4,0,0.0,36.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,1,1,1.0,17000.0,2142.8572,0.0,0.0,56.0,4348.3364,4056.669921875,291.66666412353516,1.5942773
2480,2481,58,No,Control,8,7,1,1.0,60.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,2,0,0.0,21000.0,3411.9048,0.0,0.0,114.0,6266.67,6216.669921875,50.0,3.1987488
2481,2482,58,No,Control,3,2,1,0.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,3009.9968,2968.330078125,41.66666793823242,1.2324935
2482,2483,58,No,Control,4,2,2,1.0,25.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,32000.0,32000.0,0,0,,,,,,,2312.8367,2301.169921875,11.666666984558105,1.6247
2483,2484,58,No,Control,5,3,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,3036.4968,3036.330078125,0.1666666716337204,1.3668233
2484,2485,58,No,Control,8,4,4,1.0,34.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5924.9966,5883.330078125,41.66666793823242,1.8034289
2485,2486,58,No,Control,3,2,1,0.0,42.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,6000.0,1000.0,0.0,0.0,18.0,2668.33,2668.330078125,0.0,0.9891052
2486,2487,58,No,Control,7,5,2,1.0,67.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,200000.0,200000.0,1,0,0.0,6000.0,200.0,0.0,0.0,28.0,12501.667,12335.0,166.6666717529297,1.943614
2487,2488,58,No,Control,6,3,3,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,2938.33,2938.330078125,0.0,1.317326
2488,2489,58,No,Control,4,4,0,0.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,70000.0,70000.0,0,0,,,,,,,4584.33,4584.330078125,0.0,2.3522062
2489,2490,58,No,Control,6,4,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,33000.0,33000.0,0,0,,,,,,,6550.33,6550.330078125,0.0,0.8519233
2490,2491,58,No,Control,5,4,1,1.0,27.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,4089.17,4089.169921875,0.0,2.0051541
2491,2492,58,No,Control,4,2,2,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,600.0,16.666666,0.0,0.0,35.0,2881.67,2881.669921875,0.0,1.6877784
2492,2493,58,No,Control,8,5,3,1.0,50.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,25000.0,25000.0,0,0,,,,,,,6765.0,6765.0,0.0,1.2360636
2493,2494,58,No,Control,5,4,1,1.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,3831.67,3831.669921875,0.0,1.4181699
2494,2495,58,No,Control,4,2,2,1.0,34.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,70000.0,70000.0,1,1,1.0,400.0,25.0,0.0,0.0,14.0,4586.8364,4295.169921875,291.6666717529297,1.1902268
2495,2496,58,No,Control,5,4,1,1.0,33.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,3325.0,3325.0,0.0,1.1778928
2496,2497,58,No,Control,3,2,1,1.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,84500.0,84500.0,0,0,,,,,,,4506.6665,4415.0,91.66666412353516,1.3034375
2497,2498,58,No,Control,7,4,3,1.0,55.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1500.0,41.666668,0.0,0.0,24.0,9137.667,9096.0,41.66666793823242,3.520708
2498,2499,58,No,Control,2,2,0,0.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,1823.0,1823.0,0.0,0.9404704
2499,2500,58,No,Control,4,4,0,1.0,50.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,1,1,1.0,7000.0,857.1429,0.0,0.0,30.0,6161.6665,6120.0,41.66666793823242,3.1174345
2500,2501,18,No,Treatment,6,4,2,1.0,45.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3245.33,3245.330078125,0.0,1.7146736
2501,2502,18,No,Treatment,5,3,2,1.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,11000.0,11000.0,0,0,,,,,,,3911.0,3911.0,0.0,0.9519995
2502,2503,18,No,Treatment,6,6,0,1.0,49.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,13000.0,13000.0,2,0,0.0,4700.0,336.90475,0.0,0.0,112.0,6634.9966,5593.330078125,1041.6666526794434,3.4314818
2503,2504,18,No,Treatment,5,2,3,1.0,38.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,1,0,0.0,12000.0,642.8571,0.0,0.0,42.0,3553.9968,3512.330078125,41.66666793823242,2.584806
2504,2505,18,No,Treatment,4,4,0,0.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,2403.33,2403.330078125,0.0,1.74787
2505,2506,18,No,Treatment,7,4,3,1.0,56.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,52500.0,52500.0,0,0,,,,,,,5349.67,5349.669921875,0.0,1.2448772
2506,2507,18,No,Treatment,9,8,1,1.0,52.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,75000.0,75000.0,0,0,,,,,,,4778.3335,4695.0,83.33333587646484,2.5747418
2507,2508,18,No,Treatment,6,4,2,1.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,4013.9968,3972.330078125,41.66666793823242,1.734549
2508,2509,18,No,Treatment,4,2,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,2368.3367,2351.669921875,16.66666603088379,1.6470172
2509,2510,18,No,Treatment,2,2,0,1.0,23.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,6000.0,6000.0,0,0,,,,,,,1794.33,1794.3299560546875,0.0,1.8316238
2510,2511,18,No,Treatment,3,2,1,1.0,29.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,6000.0,6000.0,0,0,,,,,,,4584.33,3809.330078125,775.0,2.7825863
2511,2512,18,No,Treatment,4,3,1,1.0,45.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4711.6636,4303.330078125,408.3333282470703,3.5760922
2512,2513,18,No,Treatment,5,2,3,1.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,38000.0,38000.0,0,0,,,,,,,2741.67,2741.669921875,0.0,1.0183662
2513,2514,18,No,Treatment,4,2,2,0.0,44.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,4000.0,4000.0,1,1,1.0,1500.0,17.5,0.0,0.0,42.0,3101.0,3101.0,0.0,1.6219226
2514,2515,18,No,Treatment,6,3,3,1.0,40.0,0.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,3000.0,0,0,,,,,,,4073.3333,4015.0,58.33333206176758,1.8069043
2515,2516,18,No,Treatment,4,2,2,1.0,26.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,2807.9968,2791.330078125,16.66666603088379,1.5555441
2516,2517,18,No,Treatment,4,2,2,1.0,34.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,13000.0,25000.0,0,0,,,,,,,2453.8367,2328.669921875,125.16666667163372,1.5453718
2517,2518,18,No,Treatment,4,4,0,1.0,22.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,38500.0,38500.0,1,0,0.0,6000.0,642.8571,0.0,0.0,42.0,6759.67,6759.669921875,0.0,0.8144537
2518,2519,18,No,Treatment,7,5,2,1.0,50.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6040.0034,5956.669921875,83.33333587646484,3.390955
2519,2520,18,No,Treatment,2,2,0,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,1850.3334,1829.5,20.83333396911621,2.153325
2520,2521,50,No,Treatment,4,3,1,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,13044.997,12853.330078125,191.66666793823242,2.0257947
2521,2522,50,No,Treatment,4,2,2,1.0,37.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,7421.6636,6463.330078125,958.3333129882812,2.6311092
2522,2523,50,No,Treatment,8,6,2,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,37000.0,37000.0,0,0,,,,,,,9183.67,9183.669921875,0.0,1.4761465
2523,2524,50,No,Treatment,5,5,0,1.0,57.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,1,0,0.0,3000.0,3.3333333,0.0,0.0,84.0,3164.33,3164.330078125,0.0,1.1184617
2524,2525,50,No,Treatment,5,5,0,1.0,48.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,5279.33,5279.330078125,0.0,1.7072006
2525,2526,50,No,Treatment,5,5,0,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,120000.0,120000.0,1,0,0.0,3000.0,214.28572,0.0,0.0,62.0,2977.67,2977.669921875,0.0,1.5847437
2526,2527,50,No,Treatment,5,3,2,1.0,35.0,0.0,,,,,,,,,,,0,0,,,,,,,5025.6636,4904.830078125,120.83333206176758,2.7929697
2527,2528,50,No,Treatment,4,1,3,0.0,35.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2742.67,2742.669921875,0.0,0.87115306
2528,2529,50,No,Treatment,6,3,3,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,11000.0,11000.0,0,0,,,,,,,3742.83,3742.830078125,0.0,1.9313478
2529,2530,50,No,Treatment,2,2,0,1.0,25.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,1,1,1.0,800.0,30.0,0.0,0.0,36.0,2801.67,2801.669921875,0.0,1.5650024
2530,2531,50,No,Treatment,2,2,0,0.0,50.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2932.67,2932.669921875,0.0,1.8342022
2531,2532,50,No,Treatment,5,2,3,1.0,32.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4231.67,4231.669921875,0.0,1.4183517
2532,2533,50,No,Treatment,4,4,0,1.0,45.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,9745.0,9495.0,250.0,2.3911133
2533,2534,50,No,Treatment,3,3,0,1.0,22.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,2752.5,2752.5,0.0,1.4183517
2534,2535,50,No,Treatment,4,4,0,1.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,4844.0,4844.0,0.0,1.6997329
2535,2536,50,No,Treatment,6,4,2,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,2,2,1.0,1200.0,629.1667,0.0,0.0,62.0,4716.9966,4675.330078125,41.66666793823242,3.3020055
2536,2537,50,No,Treatment,7,5,2,1.0,28.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4226.33,4226.330078125,0.0,1.440701
2537,2538,50,No,Treatment,7,4,3,1.0,45.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6228.33,6228.330078125,0.0,1.8253547
2538,2539,50,No,Treatment,4,2,2,1.0,33.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,600.0,4.1666665,0.0,0.0,10.0,9310.003,7476.669921875,1833.3333740234375,2.3425033
2539,2540,50,No,Treatment,4,2,2,1.0,28.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,3543.0,3543.0,0.0,3.15904
2540,2541,44,No,Treatment,5,3,2,1.0,43.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,1,0,0.0,1000.0,100.0,0.0,0.0,3.0,4943.6636,4860.330078125,83.33333587646484,2.8708258
2541,2542,44,No,Treatment,4,4,0,1.0,52.0,0.0,No,No,Yes,No,Yes,0.0,0.0,50000.0,0.0,50000.0,0,0,,,,,,,15517.67,15517.669921875,0.0,2.640953
2542,2543,44,No,Treatment,4,3,1,1.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,1,1,1.0,5500.0,333.33334,0.0,0.0,14.0,5494.9966,5453.330078125,41.66666793823242,1.6745946
2543,2544,44,No,Treatment,4,2,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,2260.0,2260.0,0.0,0.9420677
2544,2545,44,No,Treatment,4,3,1,0.0,41.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,2,2,1.0,12500.0,2057.1428,0.0,0.0,160.0,4423.3335,4340.0,83.33333587646484,3.6853213
2545,2546,44,No,Treatment,6,2,4,1.0,44.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,15187.67,13437.669921875,1749.9999618530273,3.3923025
2546,2547,44,No,Treatment,6,4,2,0.0,48.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,220000.0,220000.0,3,1,0.33333334,16500.0,3050.9524,0.0,1.0,79.0,7185.0034,7101.669921875,83.33333587646484,3.3166904
2547,2548,44,No,Treatment,7,5,2,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,150000.0,150000.0,0,0,,,,,,,4984.9966,4943.330078125,41.66666793823242,1.5050626
2548,2549,44,No,Treatment,5,3,2,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,3108.33,3108.330078125,0.0,1.3372813
2549,2550,44,No,Treatment,5,4,1,0.0,42.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,5007.9966,4091.330078125,916.6666870117188,2.326359
2550,2551,44,No,Treatment,5,2,3,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,650.0,20.0,0.0,0.0,7.0,4350.0,4275.0,75.0,2.2254653
2551,2552,44,No,Treatment,3,3,0,0.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100.0,100.0,0,0,,,,,,,1725.0,1700.0,25.0,0.47462076
2552,2553,44,No,Treatment,4,4,0,1.0,57.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,30000.0,40000.0,70000.0,1,1,1.0,600.0,200.5,0.0,0.0,75.0,10418.33,10418.330078125,0.0,2.3101723
2553,2554,44,No,Treatment,6,4,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,200.0,200.0,0,0,,,,,,,7998.33,7998.330078125,0.0,2.7625709
2554,2555,44,No,Treatment,6,5,1,0.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,12000.0,12000.0,2,1,0.5,6500.0,133.33334,0.0,0.0,85.0,14595.0,12095.0,2500.00008392334,3.5387437
2555,2556,44,No,Treatment,5,5,0,1.0,49.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,3000.0,100.0,0.0,0.0,15.0,9658.0,9533.0,125.0,2.149893
2556,2557,44,No,Treatment,6,3,3,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,6800.0,6800.0,0,0,,,,,,,4068.33,4068.330078125,0.0,0.90722084
2557,2558,44,No,Treatment,5,3,2,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2500.0,2500.0,0,0,,,,,,,2848.8333,2825.5,23.33333396911621,1.0539182
2558,2559,44,No,Treatment,3,3,0,0.0,43.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,1,0,0.0,5000.0,500.0,0.0,0.0,30.0,6516.0,6516.0,0.0,3.0801113
